id	filename	md5	size	state
02a0b95f-ea0f-4c0d-ba2d-9724ed9ad712	02a0b95f-ea0f-4c0d-ba2d-9724ed9ad712/5fd42405-ebfe-4210-bc2f-d8310e3e14ee.rna_seq.augmented_star_gene_counts.tsv	f8b1e5d2df5c02a8854a53bccae100e4	4246583	validated
02a11397-2a9b-4dba-8c6a-6b9f0aa24372	02a11397-2a9b-4dba-8c6a-6b9f0aa24372/9ccd787f-fde1-4fe6-a11f-d6203eaf9faf.rna_seq.augmented_star_gene_counts.tsv	7eebc2d62c8fed05d2524e5166f1e913	4256806	validated
04024f75-7405-4ccc-8976-91d0a3035b3a	04024f75-7405-4ccc-8976-91d0a3035b3a/e6f4bdc7-ab3f-4a62-aa6d-5223b25bbc89.rna_seq.augmented_star_gene_counts.tsv	24211b883466a4e1934b52dead70b406	4229305	validated
04e03ae1-b2f3-446d-862d-172fea6320de	04e03ae1-b2f3-446d-862d-172fea6320de/58b399a0-3070-44aa-9a40-f0e2c0fea0fc.rna_seq.augmented_star_gene_counts.tsv	595a4c3f329ee1612c746f09ed07e137	4245525	validated
09a491b5-1bfb-47d9-963f-69f6c7e6c1e5	09a491b5-1bfb-47d9-963f-69f6c7e6c1e5/bae57be0-48af-438d-88fa-cbaaf16b3d33.rna_seq.augmented_star_gene_counts.tsv	3e732abc0864a811802d17b63a954ee5	4236273	validated
0b4cae8e-1a2c-4ba9-b126-5abf35f73b36	0b4cae8e-1a2c-4ba9-b126-5abf35f73b36/d38b6aba-7bfd-43f0-98f7-f669323e6da1.rna_seq.augmented_star_gene_counts.tsv	958b8895d03085567df6395f969d1eb4	4253661	validated
0caa1750-ec80-484f-9097-1e90fbfa41c2	0caa1750-ec80-484f-9097-1e90fbfa41c2/507de54a-b4a5-4778-99fc-2f4f45c6daa0.rna_seq.augmented_star_gene_counts.tsv	1c925d36371d4c293bf4028dc6d25e29	4262365	validated
0d669e80-cb31-4afb-bd3f-07d69f10eb3f	0d669e80-cb31-4afb-bd3f-07d69f10eb3f/27f20469-cbf5-417f-922a-19cf9e8b790c.rna_seq.augmented_star_gene_counts.tsv	e2e38ef5c632760e3003a087d7ed7c28	4220835	validated
0f1cf3a6-6e68-440a-9744-85e44d88b61f	0f1cf3a6-6e68-440a-9744-85e44d88b61f/e6b6dada-24d1-4020-b5c0-3824670d079e.rna_seq.augmented_star_gene_counts.tsv	ac15f0c0a026d09df60d531619d80984	4250804	validated
111b2865-e7dc-45c9-b206-20b5713714bc	111b2865-e7dc-45c9-b206-20b5713714bc/6798cbfe-7aca-4f33-b4fc-162bf579a303.rna_seq.augmented_star_gene_counts.tsv	776f052bff7a529e379df6d137c7848e	4218584	validated
11a64d0e-1dd1-471e-87bf-9e2a7fc13f09	11a64d0e-1dd1-471e-87bf-9e2a7fc13f09/4ba90a73-b2e0-415b-9cd2-fad805840aff.rna_seq.augmented_star_gene_counts.tsv	88d085cca037e1ac5460bf9935110391	4247907	validated
11e658a7-64e3-47ac-8993-eea0d17fc949	11e658a7-64e3-47ac-8993-eea0d17fc949/36e48370-2ecb-4d2c-91ab-7f7426647213.rna_seq.augmented_star_gene_counts.tsv	92361f6129dab70a315c8a580410cba9	4239437	validated
12f8a326-1417-478e-a45e-abdff8b44266	12f8a326-1417-478e-a45e-abdff8b44266/3ccab1b1-39f2-4947-bbac-1c25750f0464.rna_seq.augmented_star_gene_counts.tsv	b1de0dcee51925927fa2bca69ecdb534	4227310	validated
148fc636-0b7b-4f10-b513-45edcf71a79e	148fc636-0b7b-4f10-b513-45edcf71a79e/ec2e3ab8-18a2-4d4e-b0dc-36411ce35357.rna_seq.augmented_star_gene_counts.tsv	36fef8041381de8957041d85db7f4623	4252294	validated
1a4e1855-911d-4eb4-bc77-547bc3b8e063	1a4e1855-911d-4eb4-bc77-547bc3b8e063/ce76e826-0792-4dec-ace7-7efa3bb8db94.rna_seq.augmented_star_gene_counts.tsv	dea88e4fcab85a70ffa076924d5d703a	4232684	validated
1ca86ab0-2f8a-4cd3-81b8-d19e8579b1d6	1ca86ab0-2f8a-4cd3-81b8-d19e8579b1d6/b9bfdf3b-d23e-433b-892f-1b61e24abdfa.rna_seq.augmented_star_gene_counts.tsv	e9246495a5a86915767ea3044a1980b9	4268204	validated
206804c1-e5be-4076-9793-406d11094266	206804c1-e5be-4076-9793-406d11094266/57d2c12f-e3ae-457b-b92c-22002aecdba0.rna_seq.augmented_star_gene_counts.tsv	0e356e298f62166a2b8780f77553dcf3	4251591	validated
22dad91c-889d-4d40-b9b8-c9facd752dc9	22dad91c-889d-4d40-b9b8-c9facd752dc9/8319b13e-475e-440f-855a-bdba3036db73.rna_seq.augmented_star_gene_counts.tsv	c086a60ea336554988cc0b563a992715	4231239	validated
23bf74db-bb4e-44c5-8473-e651b818e460	23bf74db-bb4e-44c5-8473-e651b818e460/308e15c9-16b0-4f24-b9dc-e9dc91038579.rna_seq.augmented_star_gene_counts.tsv	f18e21a3660cda11ede50ccdbebd7493	4258207	validated
26caf8b1-0202-4656-9bb9-4a80ffc94118	26caf8b1-0202-4656-9bb9-4a80ffc94118/1516c4ec-98c0-41dc-9ad1-86cc05305fc1.rna_seq.augmented_star_gene_counts.tsv	bd56038053d2c9c610dd9e3df19f9f68	4239546	validated
2700aca8-b120-4655-87ab-a9f8f7f633db	2700aca8-b120-4655-87ab-a9f8f7f633db/8c92ecf0-5d81-48c3-ad9f-9adf51860962.rna_seq.augmented_star_gene_counts.tsv	a751c4021464acac5ce2901d7af8b6ac	4232011	validated
27f4c9d4-d6ba-4fea-9f0b-fb06066e69a8	27f4c9d4-d6ba-4fea-9f0b-fb06066e69a8/dd1d9d28-3929-4361-a6ff-0ac781fb0ac3.rna_seq.augmented_star_gene_counts.tsv	4be54a6d046de4c54599d9c233d2c944	4247156	validated
2b64d9ef-56fc-4362-99c7-d0cc6011c2a4	2b64d9ef-56fc-4362-99c7-d0cc6011c2a4/68bf0c2e-f2ad-48f3-b29d-b2a3c5d1c568.rna_seq.augmented_star_gene_counts.tsv	45c1e03a6ae265cec474f77510e1bff3	4230464	validated
2e60bad2-2dd2-4dc3-aa45-dfc36ef4884b	2e60bad2-2dd2-4dc3-aa45-dfc36ef4884b/e1ef10f3-a1e2-4391-bfec-ac6b0231ae5d.rna_seq.augmented_star_gene_counts.tsv	38e73dd766d27b5a545e285bac31fab5	4249606	validated
2e9902c2-e171-465e-ae13-45c413f7515f	2e9902c2-e171-465e-ae13-45c413f7515f/95bb2613-9194-434c-801b-fd18aa183f6a.rna_seq.augmented_star_gene_counts.tsv	9e7a62bba1ef8caa3a89207ed793d572	4238780	validated
2faa9332-e577-4884-94e4-b895827db8b6	2faa9332-e577-4884-94e4-b895827db8b6/8b5be676-9118-4038-9d54-6b80b14e43dc.rna_seq.augmented_star_gene_counts.tsv	f7127c72f9c82b7b0d1275f7f692daad	4249339	validated
318c3a49-64bc-4704-8739-d4cf31cef51f	318c3a49-64bc-4704-8739-d4cf31cef51f/1d18e4b7-83a5-4c40-94ef-f77c1ba2fdbb.rna_seq.augmented_star_gene_counts.tsv	1433d999b6d9ac049d92fe56bad8df2b	4234821	validated
3396edba-0d2a-4485-ad0a-5114b38c1abe	3396edba-0d2a-4485-ad0a-5114b38c1abe/2e64abe2-6024-4d28-9e09-560ce2a9fd15.rna_seq.augmented_star_gene_counts.tsv	25a162e0b1fa52e5a06881efcb56784e	4231290	validated
36a42825-dbc2-4dff-828c-e5008207d254	36a42825-dbc2-4dff-828c-e5008207d254/66116a4d-210d-45f8-8dba-3f8c79566ecc.rna_seq.augmented_star_gene_counts.tsv	beff02c743a1fa3f13c674e45cbe0613	4239358	validated
3e5dce7b-3f1e-4b43-b83e-8c0fc654e9c4	3e5dce7b-3f1e-4b43-b83e-8c0fc654e9c4/1b392450-2b27-4dce-9205-7de33a64ba42.rna_seq.augmented_star_gene_counts.tsv	8b9fd2c868940ce2c001e9b5483528a6	4272362	validated
3eb2d652-73f5-41c0-bf73-f40e85e1ecae	3eb2d652-73f5-41c0-bf73-f40e85e1ecae/eecb45f4-ea57-4aea-814e-9895d42034e9.rna_seq.augmented_star_gene_counts.tsv	9652896584ddd9f89fea8369b698d8da	4239635	validated
466bf078-4844-457e-8f59-7b0ca28024d8	466bf078-4844-457e-8f59-7b0ca28024d8/ec60e081-f075-4c72-b1e7-62e1f1429fc1.rna_seq.augmented_star_gene_counts.tsv	8b9d2b58f89cefbbb3a9236a1548357e	4234823	validated
488399aa-ef3c-42d7-817f-9db11b9902dd	488399aa-ef3c-42d7-817f-9db11b9902dd/a8e0466b-d106-44b7-b846-c4fb666715f5.rna_seq.augmented_star_gene_counts.tsv	f554265cbe49c50e15d0a031a9b64bec	4245845	validated
4af55932-ab7a-41e5-aa7f-fb16ab18c629	4af55932-ab7a-41e5-aa7f-fb16ab18c629/668e1e67-cc4f-40fd-b921-23aec5078635.rna_seq.augmented_star_gene_counts.tsv	f6ee5d18b7559e79eaa07b2d536e3d05	4239240	validated
4b558a24-b10c-4d59-a921-10e6a3a9fb35	4b558a24-b10c-4d59-a921-10e6a3a9fb35/3621ce2e-a1eb-4a45-ac06-779a780b0b99.rna_seq.augmented_star_gene_counts.tsv	bacf26b636b4a4e27a8292879179c314	4257373	validated
4bb6eb79-4256-4b19-b158-883da969a582	4bb6eb79-4256-4b19-b158-883da969a582/90950125-1b6b-499d-97e2-5d6b78b3e6fe.rna_seq.augmented_star_gene_counts.tsv	ca15f07112ba0bc6a04aca3698f161a2	4238048	validated
4bf6ebc1-575d-49e4-9f66-068b537373c0	4bf6ebc1-575d-49e4-9f66-068b537373c0/767425eb-9fa2-45bc-a3ad-ca8dbafd373f.rna_seq.augmented_star_gene_counts.tsv	c351c0df0967e08167ccf1bad4aa6e27	4246578	validated
4c57cb4f-b4dc-4cfa-9af5-1447422c5b95	4c57cb4f-b4dc-4cfa-9af5-1447422c5b95/171e095d-2236-43c8-9670-23608e6cc8ab.rna_seq.augmented_star_gene_counts.tsv	d76f9be258dfba8ce49cee4b93aaec0f	4237013	validated
4cafa8be-69f1-4c1a-87fb-c71df6de6a74	4cafa8be-69f1-4c1a-87fb-c71df6de6a74/2ed88c3e-bf61-4e2f-b06c-0b93c9f9402e.rna_seq.augmented_star_gene_counts.tsv	dbf90201803fa90cf7c05593080306dc	4253137	validated
526d750f-3cab-4379-9b3e-1b7f9fa84528	526d750f-3cab-4379-9b3e-1b7f9fa84528/8909b639-c15f-4935-a698-6de79c3d0433.rna_seq.augmented_star_gene_counts.tsv	e3521d1508f03efc94b800ad59d6dab3	4238328	validated
54a6b5bc-f788-4bea-b92c-e4dc9c71d99e	54a6b5bc-f788-4bea-b92c-e4dc9c71d99e/b58811d7-8ee0-4b65-a892-17319cc9ecaf.rna_seq.augmented_star_gene_counts.tsv	9b183dfacccf4aeb11e3b9ad43e2ecb7	4239697	validated
55214dd2-b3e8-444c-9d02-3db6008b1920	55214dd2-b3e8-444c-9d02-3db6008b1920/cfe1c805-2211-419c-bf9a-e0c8b5020dce.rna_seq.augmented_star_gene_counts.tsv	f76fab9540549e4bd3ce57ca78473b08	4234838	validated
